alpha,T,N,t_escape,t_centroid,mu_escape,phi_1mu,Dv_retrieval,Dv_prebarrier,Dv_postbarrier,Dv_centroid
0.18,2.00,55,2956,-1,2901,0.5498,5.4889e-06,3.8386e-04,5.1965e-05,NaN
0.18,2.00,55,7368,7600,154,0.4910,3.5969e-06,3.8487e-04,1.1792e-02,2.7931e-02
0.18,2.00,55,7020,-1,10588,0.4639,2.3994e-06,5.8203e-04,1.1252e-04,NaN
0.18,2.00,55,4364,-1,1025,0.4998,3.5442e-06,3.8037e-04,6.6222e-05,NaN
0.18,2.00,55,5588,-1,6460,0.4177,3.8002e-06,5.2158e-04,6.9517e-05,NaN
0.18,2.00,55,9288,-1,9883,0.5303,2.8672e-06,5.8778e-04,5.0562e-04,NaN
0.18,2.00,55,536,-1,8144,0.5195,8.6962e-06,5.6679e-04,3.7134e-05,NaN
0.18,2.00,55,4952,-1,10740,0.4890,1.9477e-06,5.8375e-04,6.6016e-05,NaN
0.18,2.00,55,4952,-1,13803,0.5649,3.7761e-06,2.0036e-03,2.2772e-04,NaN
0.18,2.00,55,1712,-1,15564,0.4236,1.1551e-05,7.3098e-04,3.7522e-05,NaN
0.18,2.00,55,1952,-1,2643,0.4688,4.7903e-06,2.1656e-03,4.5480e-05,NaN
0.18,2.00,55,6080,-1,7889,0.5112,2.8953e-06,5.3761e-04,8.7690e-05,NaN
0.18,2.00,55,4040,-1,6080,0.4539,3.0397e-06,NaN,5.3472e-05,NaN
0.18,2.00,55,1436,-1,2972,0.4126,1.0276e-05,4.5046e-04,3.6382e-05,NaN
0.18,2.00,55,9036,-1,6421,0.2969,2.3071e-06,NaN,2.8517e-04,NaN
0.18,2.00,55,1928,-1,9889,0.3613,5.8664e-06,7.0059e-04,3.6700e-05,NaN
0.18,2.00,55,7704,-1,17538,0.6108,1.8489e-06,9.3321e-04,1.8668e-04,NaN
0.18,2.00,55,9768,-1,9732,0.5591,3.1783e-06,6.4918e-04,1.6395e-03,NaN
0.18,2.00,55,700,-1,7153,0.3643,1.3910e-05,2.6889e-03,3.1362e-05,NaN
0.18,2.00,55,7560,-1,7959,0.5249,3.1638e-06,5.9737e-04,1.4348e-04,NaN
0.18,2.00,55,5352,6268,2400,0.5776,2.9992e-06,6.3395e-04,8.5029e-04,1.0316e-04
0.18,2.00,55,3036,3244,3327,0.4734,4.7611e-06,2.8942e-03,9.8569e-03,2.6256e-02
0.18,2.00,55,3076,-1,14661,0.5728,3.0529e-06,5.9195e-04,5.6713e-05,NaN
0.18,2.00,55,372,-1,3186,0.3745,3.4723e-05,6.6320e-04,3.1010e-05,NaN
0.18,2.00,55,5764,-1,7476,0.3728,3.2196e-06,3.3329e-04,6.8929e-05,NaN
0.18,2.00,55,7400,-1,13007,0.4465,3.4856e-06,1.0648e-03,1.2082e-04,NaN
0.18,2.00,55,4736,-1,19721,0.3970,4.4761e-06,1.0283e-03,6.0518e-05,NaN
0.18,2.00,55,6740,6980,5181,0.4458,6.1375e-06,5.0968e-04,5.3845e-03,1.9444e-02
0.18,2.00,55,472,-1,11315,0.6421,1.9970e-05,9.1334e-04,4.5504e-05,NaN
0.18,2.00,55,6668,-1,16989,0.5073,3.6099e-06,4.9076e-04,1.0906e-04,NaN
0.18,2.00,55,3988,-1,3743,0.5137,2.8971e-06,9.2950e-04,5.7932e-05,NaN
0.18,2.00,55,4288,-1,11820,0.5410,4.3171e-06,9.2627e-04,2.6149e-02,NaN
0.18,2.00,55,4236,-1,10644,0.3853,5.0006e-06,8.2754e-04,5.2894e-05,NaN
0.20,2.00,50,7188,-1,2755,0.5581,3.1699e-06,3.5509e-04,1.3118e-04,NaN
0.20,2.00,50,6300,-1,15518,0.4255,3.4917e-06,1.1289e-03,8.4966e-05,NaN
0.20,2.00,50,5676,-1,19271,0.3687,5.2267e-06,6.1992e-04,6.8019e-05,NaN
0.20,2.00,50,940,-1,8300,0.6021,7.3064e-06,7.2638e-04,4.5521e-05,NaN
0.20,2.00,50,8848,-1,15077,0.5063,1.4687e-06,7.2741e-04,3.0807e-04,NaN
0.20,2.00,50,4556,-1,6568,0.4922,3.2004e-06,3.5668e-04,6.2169e-05,NaN
0.20,2.00,50,8064,-1,18184,0.4824,4.4430e-06,5.3399e-04,1.7302e-04,NaN
0.20,2.00,50,2188,-1,17934,0.4092,1.4529e-05,4.7410e-04,2.2472e-02,NaN
0.20,2.00,50,8592,-1,14538,0.2971,1.6804e-06,4.6177e-04,2.0847e-04,NaN
0.20,2.00,50,4860,-1,457,0.4858,4.3694e-06,5.8889e-04,6.6007e-05,NaN
0.20,2.00,50,1204,-1,3244,0.6094,1.2909e-05,9.6849e-04,4.9988e-05,NaN
0.20,2.00,50,3052,-1,8091,0.2861,4.2839e-06,9.6478e-04,4.0203e-05,NaN
0.20,2.00,50,6532,-1,18950,0.4104,4.1292e-06,5.8400e-04,9.0727e-05,NaN
0.20,2.00,50,1436,-1,18554,0.4275,8.5986e-06,2.6237e-04,3.6482e-05,NaN
0.20,2.00,50,7004,-1,2669,0.5249,2.7227e-06,5.9222e-04,1.2123e-04,NaN
0.20,2.00,50,1508,-1,5954,0.6055,4.7450e-06,6.3700e-04,1.4326e-04,NaN
0.20,2.00,50,7572,-1,9265,0.3892,2.9810e-06,NaN,1.2669e-04,NaN
0.20,2.00,50,2504,-1,5866,0.4072,6.1351e-06,1.8453e-03,4.1333e-05,NaN
0.20,2.00,50,7472,-1,7460,0.3782,3.4825e-06,9.3973e-04,1.2372e-04,NaN
0.20,2.00,50,8644,-1,12024,0.4863,4.5932e-06,6.0416e-04,2.4195e-04,NaN
0.20,2.00,50,9236,-1,14308,0.5220,2.8900e-06,6.3966e-04,4.6161e-04,NaN
0.20,2.00,50,8068,-1,12968,0.4685,1.8045e-06,1.0340e-03,1.6960e-04,NaN
0.20,2.00,50,3600,-1,19389,0.5098,4.7225e-06,5.3480e-04,5.8067e-05,NaN
0.20,2.00,50,732,-1,1372,0.5610,6.8603e-06,6.0523e-04,4.0961e-05,NaN
0.20,2.00,50,3848,-1,12500,0.3694,4.9076e-06,1.3229e-03,4.8430e-05,NaN
0.20,2.00,50,3228,-1,18527,0.5371,5.5877e-06,3.8054e-04,5.3791e-05,NaN
0.20,2.00,50,8176,-1,18208,0.5483,3.0390e-06,1.0243e-03,2.0057e-04,NaN
0.20,2.00,50,7160,-1,12526,0.4775,3.1366e-06,4.4362e-04,1.2134e-04,NaN
0.20,2.00,50,6560,-1,14380,0.5830,2.1910e-06,6.6524e-04,1.1127e-04,NaN
0.20,2.00,50,412,-1,12327,0.5801,1.9804e-05,7.1860e-04,4.1235e-05,NaN
0.20,2.00,50,4224,-1,11995,0.3916,1.8408e-05,1.3320e-03,2.2289e-02,NaN
0.20,2.00,50,1872,-1,17740,0.5205,4.6605e-06,8.9952e-04,4.4818e-05,NaN
0.20,2.00,50,4528,-1,9830,0.4297,3.8824e-06,5.1751e-04,5.7779e-05,NaN
0.20,2.00,50,4404,-1,734,0.4390,4.7145e-06,1.1478e-03,6.0244e-05,NaN
0.20,2.00,50,5232,-1,3214,0.4189,3.1129e-06,3.6193e-04,1.9502e-04,NaN
0.20,2.00,50,9732,-1,10629,0.3518,2.1236e-06,9.2264e-04,1.1062e-03,NaN
0.20,2.00,50,4788,-1,15794,0.5820,3.0447e-06,5.4990e-04,7.8053e-05,NaN
0.20,2.00,50,3684,-1,1289,0.4121,3.5070e-06,NaN,4.8518e-05,NaN
0.20,2.00,50,844,-1,12969,0.4419,1.3861e-05,4.3766e-04,3.5555e-05,NaN
0.20,2.00,50,9160,9388,1333,0.4187,3.0633e-06,8.6619e-04,1.4198e-02,1.2943e-02
0.20,2.00,50,3808,-1,5469,0.3708,5.4533e-06,8.5860e-04,5.1384e-05,NaN
0.20,2.00,50,2844,-1,1969,0.4182,6.5775e-06,8.2913e-04,4.2778e-05,NaN
0.20,2.00,50,636,-1,10393,0.5649,1.3853e-05,9.3507e-04,4.0549e-05,NaN
0.20,2.00,50,9136,-1,10029,0.3708,2.8035e-06,NaN,3.4112e-04,NaN
0.20,2.00,50,3240,-1,4877,0.4553,5.7958e-06,1.2139e-03,4.7315e-05,NaN
0.20,2.00,50,3748,4220,5779,0.5747,4.4913e-06,8.3452e-04,1.6256e-03,2.0237e-04
0.20,2.00,50,7108,-1,11049,0.4785,2.3633e-06,7.3749e-04,1.2605e-04,NaN
0.20,2.00,50,8972,-1,4824,0.4780,2.9072e-06,3.9238e-04,3.1822e-04,NaN
0.20,2.00,50,4356,-1,117,0.5967,7.6320e-06,9.1463e-04,2.1089e-04,NaN
0.20,2.00,50,3336,3628,10316,0.5605,4.5637e-06,5.6572e-04,3.0418e-03,2.9689e-02
0.20,2.00,50,604,-1,5993,0.4409,4.6115e-05,6.7116e-04,2.4468e-02,NaN
0.20,2.00,50,4000,-1,17202,0.4919,2.7932e-06,5.7372e-04,5.8015e-05,NaN
0.20,2.00,50,6132,-1,107,0.5752,2.3543e-06,6.8303e-04,9.9015e-05,NaN
0.20,2.00,50,7724,-1,9138,0.4312,3.1613e-06,8.7207e-04,1.4044e-04,NaN
0.20,2.00,50,1300,-1,16412,0.4832,7.9664e-06,1.0494e-03,3.8820e-05,NaN
0.20,2.00,50,2208,-1,851,0.5674,7.6867e-06,6.0079e-04,1.4631e-04,NaN
0.20,2.00,50,3312,-1,4548,0.4910,5.2441e-06,NaN,5.0438e-05,NaN
0.20,2.00,50,2388,-1,4143,0.5142,7.6543e-06,3.6934e-04,4.7440e-05,NaN
0.20,2.00,50,144,-1,288,0.5239,0.0000e+00,8.9652e-04,3.6465e-05,NaN
0.20,2.00,50,1964,-1,6546,0.2610,7.1524e-06,NaN,3.3798e-05,NaN
0.20,2.00,50,4812,-1,11854,0.5005,3.3136e-06,1.1345e-03,6.6573e-05,NaN
0.20,2.00,50,5168,-1,7298,0.3721,3.3191e-06,1.5291e-03,6.2012e-05,NaN
0.20,2.00,50,9192,-1,4877,0.5137,3.0062e-06,4.1087e-04,4.2090e-04,NaN
0.20,2.00,50,4032,-1,17463,0.3289,4.5767e-06,7.2615e-04,4.8096e-05,NaN
0.20,2.00,50,448,-1,10325,0.5234,3.3865e-05,1.1113e-03,3.8223e-05,NaN
0.20,2.00,50,8452,-1,3069,0.3367,3.2272e-06,2.4524e-03,1.8323e-04,NaN
0.20,2.00,50,4372,-1,9773,0.5176,3.8778e-06,6.9408e-04,6.6248e-05,NaN
0.20,2.00,50,4960,-1,13509,0.3853,5.1935e-06,5.5886e-04,5.8848e-05,NaN
0.20,2.00,50,1612,-1,11837,0.3909,9.5686e-06,8.1272e-04,3.5735e-05,NaN
0.20,2.00,50,5364,-1,6626,0.3970,3.5023e-06,9.9877e-04,6.5785e-05,NaN
0.20,2.00,50,6756,-1,15746,0.4580,2.8785e-06,6.7456e-04,9.8196e-05,NaN
0.20,2.00,50,1416,-1,2509,0.4475,1.2637e-05,4.5051e-04,3.8673e-05,NaN
0.20,2.00,50,1704,-1,19006,0.3706,5.7493e-06,1.0508e-03,3.8587e-05,NaN
0.20,2.00,50,1264,-1,10617,0.5176,6.7093e-06,8.0009e-04,4.0470e-05,NaN
0.20,2.00,50,9472,-1,3130,0.5186,2.0388e-06,5.7227e-04,6.9508e-04,NaN
0.20,2.00,50,8852,-1,10863,0.4097,3.0585e-06,1.1745e-03,2.8695e-04,NaN
0.20,2.00,50,3784,-1,14051,0.4053,6.2336e-06,1.1885e-03,4.9371e-05,NaN
0.20,2.00,50,6460,-1,8132,0.5439,3.6272e-06,2.3051e-03,1.0569e-04,NaN
0.20,2.00,50,4528,-1,8330,0.4880,2.6452e-06,6.1713e-04,6.0802e-05,NaN
0.20,2.00,50,6144,-1,11436,0.5444,4.6734e-06,6.5030e-04,2.2800e-02,NaN
0.20,2.00,50,3668,-1,7760,0.4587,4.6996e-06,9.7109e-04,5.1422e-05,NaN
0.20,2.00,50,780,-1,4709,0.5811,1.0707e-05,7.4343e-04,1.2794e-04,NaN
0.20,2.00,50,7852,-1,6667,0.3799,3.6198e-06,2.5233e-03,1.3659e-04,NaN
0.20,2.00,50,8928,-1,942,0.4031,3.6463e-06,1.1535e-03,2.7636e-04,NaN
0.20,2.00,50,3040,-1,10012,0.6230,4.7407e-06,5.8632e-04,6.2406e-05,NaN
0.20,2.00,50,8388,9460,1379,0.6445,1.8361e-06,7.1131e-04,8.2216e-04,8.0333e-04
0.20,2.00,50,1200,-1,18094,0.5107,1.0445e-05,1.2497e-03,4.0104e-05,NaN
0.20,2.00,50,8276,-1,3962,0.3403,2.6489e-06,NaN,1.7379e-04,NaN
0.20,2.00,50,2772,2976,4006,0.6133,6.4077e-06,7.0262e-04,4.3603e-03,7.7253e-04
0.20,2.00,50,2940,-1,11624,0.5610,4.2324e-06,8.6326e-04,5.3090e-05,NaN
0.20,2.00,50,4444,-1,2507,0.4644,2.4661e-06,2.3782e-03,6.3156e-05,NaN
0.20,2.00,50,3872,-1,12319,0.4021,4.4775e-06,5.6373e-04,4.9092e-05,NaN
0.20,2.00,50,7276,-1,12817,0.3569,2.6555e-06,4.5123e-04,1.0630e-04,NaN
0.20,2.00,50,1168,-1,10042,0.4272,7.9823e-06,9.6019e-04,3.5638e-05,NaN
0.20,2.00,50,5756,-1,4408,0.3245,4.0187e-06,1.8113e-03,6.7103e-05,NaN
0.20,2.00,50,9120,-1,2962,0.5664,2.3935e-06,7.6622e-04,4.2756e-04,NaN
0.20,2.00,50,9604,-1,17395,0.5215,2.4040e-06,6.9492e-04,9.6816e-04,NaN
0.20,2.00,50,5264,-1,4234,0.5088,2.9746e-06,5.4650e-04,7.2159e-05,NaN
0.20,2.00,50,6284,-1,7458,0.4368,3.7378e-06,6.9378e-04,8.5556e-05,NaN
0.20,2.00,50,3660,3984,14020,0.5620,5.5783e-06,8.5285e-04,1.2004e-02,2.1322e-02
0.20,2.00,50,2412,-1,17796,0.6255,5.6900e-06,7.3694e-04,5.7766e-05,NaN
0.20,2.00,50,9252,-1,5565,0.4109,2.5748e-06,4.5719e-04,4.0769e-04,NaN
0.20,2.00,50,3988,-1,9265,0.4951,5.4134e-06,1.1454e-03,5.5877e-05,NaN
0.20,2.00,50,4800,-1,16234,0.4148,6.0055e-06,1.6242e-03,5.9498e-05,NaN
0.20,2.00,50,4028,-1,14971,0.4019,3.4779e-06,6.6103e-04,5.0618e-05,NaN
0.20,2.00,50,3252,-1,19037,0.4551,4.4660e-06,8.6788e-04,4.8454e-05,NaN
0.20,2.00,50,7748,-1,11460,0.5630,2.5696e-06,6.3808e-04,1.6347e-04,NaN
0.20,2.00,50,5792,-1,6994,0.4717,2.1540e-06,1.0576e-03,7.8744e-05,NaN
0.20,2.00,50,1096,-1,5202,0.4221,1.1745e-05,1.1436e-03,3.5688e-05,NaN
0.20,2.00,50,4144,-1,13725,0.5215,3.9379e-06,5.6318e-04,6.0803e-05,NaN
0.20,2.00,50,4448,-1,10310,0.3367,5.2267e-06,NaN,5.2909e-05,NaN
0.20,2.00,50,2048,-1,7907,0.4119,8.2212e-06,1.8300e-03,3.9480e-05,NaN
0.20,2.00,50,448,-1,11126,0.4788,2.5140e-05,1.1968e-03,3.4547e-05,NaN
0.20,2.00,50,3304,6372,17182,0.5361,4.6081e-06,8.7316e-04,2.5127e-04,2.9585e-04
0.20,2.00,50,7132,7448,6717,0.3794,3.4802e-06,5.4524e-04,1.8582e-03,1.1518e-04
0.20,2.00,50,864,-1,3729,0.5410,1.1048e-05,6.3377e-04,4.1122e-05,NaN
0.20,2.00,50,1068,-1,1236,0.4250,1.7127e-05,1.5965e-03,3.5132e-05,NaN
0.20,2.00,50,7772,-1,6502,0.4482,3.2294e-06,1.0367e-03,1.4119e-04,NaN
0.20,2.00,50,4216,-1,6538,0.1915,3.7323e-06,8.2605e-04,4.5606e-05,NaN
0.20,2.00,50,4204,-1,13189,0.4412,3.5060e-06,5.3067e-04,5.4230e-05,NaN
0.20,2.00,50,3648,-1,13504,0.5049,4.3988e-06,6.8216e-04,5.4951e-05,NaN
0.20,2.00,50,8316,-1,19614,0.5659,3.3027e-06,5.6746e-04,2.4943e-04,NaN
0.20,2.00,50,6056,-1,19978,0.4658,2.6454e-06,5.8839e-04,8.3978e-05,NaN
0.20,2.00,50,2736,-1,19186,0.3445,5.2408e-06,3.0124e-03,3.9724e-05,NaN
0.20,2.00,50,5156,-1,7676,0.3999,3.7868e-06,NaN,6.3246e-05,NaN
0.20,2.00,50,2148,-1,3578,0.4924,5.2662e-06,2.5060e-03,4.1345e-05,NaN
0.20,2.00,50,4520,-1,6124,0.4094,6.0241e-06,7.7135e-04,5.5157e-05,NaN
0.20,2.00,50,1436,9512,119,0.6030,5.4404e-06,7.4335e-04,1.0734e-04,3.4994e-02
0.20,2.00,50,9060,-1,95,0.4165,2.9907e-06,4.4935e-04,3.2466e-04,NaN
0.20,2.00,50,6940,-1,13068,0.2588,6.1535e-06,NaN,1.9657e-02,NaN
0.20,2.00,50,2740,-1,3907,0.5889,7.7369e-06,6.6475e-04,5.3920e-05,NaN
0.20,2.00,50,7908,-1,13967,0.4631,1.9441e-06,6.2408e-04,1.5883e-04,NaN
0.20,2.00,50,5060,-1,1613,0.2544,3.3408e-06,5.5023e-04,5.7075e-05,NaN
0.20,2.00,50,2516,-1,1231,0.4685,4.3139e-06,5.3703e-04,4.3224e-05,NaN
0.20,2.00,50,8968,-1,48,0.6240,3.2902e-06,8.0901e-04,2.1437e-03,NaN
0.20,2.00,50,4504,-1,12610,0.3877,3.5590e-06,3.8722e-03,5.9215e-05,NaN
0.20,2.00,50,1652,-1,7225,0.5186,9.6881e-06,2.0877e-03,2.1315e-04,NaN
0.20,2.00,50,4900,-1,13638,0.3579,4.4507e-06,NaN,5.6967e-05,NaN
0.20,2.00,50,5380,-1,366,0.3167,2.4520e-06,NaN,6.0947e-05,NaN
0.20,2.00,50,5208,-1,1819,0.5317,3.1993e-06,5.8822e-04,7.9541e-05,NaN
0.20,2.00,50,8560,-1,855,0.3538,3.9072e-06,2.8391e-03,1.9925e-04,NaN
0.20,2.00,50,5416,-1,7073,0.2278,4.2126e-06,NaN,5.7924e-05,NaN
0.20,2.00,50,4100,-1,12561,0.5801,5.0025e-06,8.1140e-04,6.4851e-05,NaN
0.20,2.00,50,2324,-1,4410,0.5601,4.7409e-06,2.0898e-03,4.9244e-05,NaN
0.20,2.00,50,7508,-1,3159,0.4578,3.5389e-06,6.4678e-04,1.2865e-04,NaN
0.20,2.00,50,2340,-1,8196,0.3601,5.1663e-06,1.0563e-03,3.8804e-05,NaN
0.20,2.00,50,7620,-1,14693,0.3196,2.0268e-06,1.8117e-03,1.2103e-04,NaN
0.20,2.00,50,4184,-1,19286,0.4954,2.3774e-06,1.4541e-03,5.8396e-05,NaN
0.20,2.00,50,7284,-1,8090,0.4966,3.5526e-06,1.3265e-03,1.3119e-04,NaN
0.20,2.00,50,4144,-1,5208,0.5376,3.4875e-06,7.0226e-04,6.2432e-05,NaN
0.20,2.00,50,6536,-1,6036,0.3770,2.1858e-06,6.1641e-04,9.4113e-05,NaN
0.20,2.00,50,5652,-1,19982,0.4277,3.7075e-06,5.5565e-04,7.1242e-05,NaN
0.20,2.00,50,1200,-1,7833,0.5142,1.3149e-05,2.2173e-03,3.9974e-05,NaN
0.20,2.00,50,9056,-1,14166,0.5312,2.6254e-06,9.7829e-04,3.8917e-04,NaN
0.20,2.00,50,5016,-1,14670,0.5186,2.6853e-06,2.5107e-03,7.2391e-05,NaN
0.20,2.00,50,5964,-1,2129,0.4170,3.5188e-06,6.4770e-04,8.4168e-05,NaN
0.20,2.00,50,6784,-1,6067,0.5015,3.3336e-06,5.5907e-04,3.2783e-04,NaN
0.20,2.00,50,848,-1,15128,0.3904,1.4282e-05,NaN,3.4448e-05,NaN
0.20,2.00,50,3380,-1,1279,0.4170,4.4194e-06,6.1751e-04,4.7045e-05,NaN
0.20,2.00,50,4204,-1,16695,0.5068,3.9440e-06,6.1435e-04,6.3564e-05,NaN
0.20,2.00,50,8796,-1,2279,0.3999,1.8932e-06,9.2843e-04,2.5458e-04,NaN
0.20,2.00,50,940,-1,19179,0.4639,1.1832e-05,1.8945e-03,3.6536e-05,NaN
0.20,2.00,50,8988,-1,1514,0.3743,2.8615e-06,NaN,2.9571e-04,NaN
0.20,2.00,50,6924,-1,5316,0.2627,4.0856e-06,7.5843e-04,8.8005e-05,NaN
0.20,2.00,50,9244,-1,7083,0.5127,2.5960e-06,6.0316e-04,4.6236e-04,NaN
0.20,2.00,50,2996,-1,8135,0.3887,3.8572e-06,7.1812e-04,4.3287e-05,NaN
0.20,2.00,50,4348,-1,6296,0.5459,2.9179e-06,1.2467e-03,6.7721e-05,NaN
0.20,2.00,50,6292,-1,4024,0.5874,3.4619e-06,4.1336e-04,1.0992e-04,NaN
0.20,2.00,50,380,-1,16680,0.4797,3.4019e-05,1.0338e-03,3.4682e-05,NaN
0.20,2.00,50,424,-1,17859,0.4851,2.7588e-05,6.6160e-04,3.6378e-05,NaN
0.20,2.00,50,9228,-1,4045,0.4338,3.7327e-06,5.9949e-04,2.0744e-02,NaN
0.20,2.00,50,172,-1,10582,0.5396,5.8855e-05,1.4772e-03,3.6763e-05,NaN
0.20,2.00,50,8568,-1,8864,0.4531,2.5035e-06,1.4363e-03,2.2442e-04,NaN
0.20,2.00,50,4404,-1,8894,0.2444,3.5289e-06,3.6065e-03,5.0403e-05,NaN
0.20,2.00,50,7880,-1,11742,0.4050,3.5531e-06,5.4455e-04,1.4276e-04,NaN
0.20,2.00,50,1964,-1,9290,0.3210,5.8009e-06,4.8228e-04,3.5687e-05,NaN
0.20,2.00,50,8072,-1,12359,0.5869,1.9137e-06,1.1482e-03,2.1708e-04,NaN
0.20,2.00,50,4496,-1,11619,0.4741,4.1366e-06,2.0707e-03,5.9696e-05,NaN
0.20,2.00,50,6872,-1,12630,0.4397,3.8984e-06,1.7753e-03,3.1491e-04,NaN
0.20,2.00,50,516,-1,753,0.5483,2.1975e-05,8.7156e-04,4.0318e-05,NaN
0.20,2.00,50,6640,-1,14017,0.5635,3.2562e-06,6.0062e-04,1.1263e-04,NaN
0.20,2.00,50,4956,-1,4433,0.4143,6.7418e-06,9.2272e-04,6.3746e-05,NaN
0.20,2.00,50,348,-1,9249,0.4551,0.0000e+00,NaN,3.4381e-05,NaN
0.20,2.00,50,5744,-1,5668,0.4265,2.6186e-06,5.3989e-04,7.2604e-05,NaN
0.20,2.00,50,836,-1,17675,0.4226,1.0203e-05,5.3661e-04,3.5156e-05,NaN
0.20,2.00,50,1552,-1,10244,0.4297,9.1186e-06,6.7899e-04,2.1556e-02,NaN
0.20,2.00,50,848,-1,4208,0.4351,9.3290e-06,1.1695e-03,3.5041e-05,NaN
0.20,2.00,50,4660,-1,17141,0.4294,3.5380e-06,NaN,5.9109e-05,NaN
0.20,2.00,50,5648,5972,13719,0.4988,3.4005e-06,1.4903e-03,1.3406e-02,3.0765e-02
0.20,2.00,50,7388,-1,6838,0.3184,3.6033e-06,1.0947e-03,1.0955e-04,NaN
0.20,2.00,50,6344,-1,19544,0.4373,2.7239e-06,1.0860e-03,8.5404e-05,NaN
0.20,2.00,50,3688,-1,18350,0.4329,3.7189e-06,9.2474e-04,5.0110e-05,NaN
0.20,2.00,50,8172,-1,7277,0.3547,3.7417e-06,7.2810e-04,1.7313e-04,NaN
0.20,2.00,50,9760,-1,6555,0.3950,3.3737e-06,2.2824e-03,1.3374e-03,NaN
0.20,2.00,50,3588,-1,16636,0.5938,4.3902e-06,1.1905e-03,6.5463e-05,NaN
0.20,2.00,50,3912,-1,14391,0.4722,5.7401e-06,2.6707e-04,5.3276e-05,NaN
0.20,2.00,50,9228,-1,15906,0.3975,2.5168e-06,7.5513e-04,3.9832e-04,NaN
0.20,2.00,50,3860,-1,24,0.4854,4.6256e-06,3.0246e-04,5.5465e-05,NaN
0.20,2.00,50,9016,-1,2173,0.5664,2.3272e-06,6.3178e-04,3.8531e-04,NaN
0.20,2.00,50,4340,-1,7968,0.5200,5.3492e-06,6.2794e-04,6.3867e-05,NaN
0.20,2.00,50,7160,-1,5055,0.4646,2.0357e-06,5.8428e-04,1.1414e-04,NaN
0.20,2.00,50,3896,-1,6232,0.5532,5.6778e-06,4.3398e-04,6.1783e-05,NaN
0.20,2.00,50,5368,-1,4136,0.4990,3.4862e-06,6.7322e-04,7.2823e-05,NaN
0.20,2.00,50,5600,-1,15519,0.4934,3.4664e-06,3.8664e-04,7.8835e-05,NaN
0.20,2.00,50,3132,-1,17798,0.4695,4.0351e-06,1.2542e-03,4.7309e-05,NaN
0.20,2.00,50,5560,-1,19256,0.4238,5.0825e-06,1.4369e-03,7.0101e-05,NaN
0.20,2.00,50,1736,-1,3321,0.4802,7.1730e-06,5.7657e-04,4.0599e-05,NaN
0.20,2.00,50,6552,-1,16984,0.6084,4.6177e-06,1.8308e-03,1.1712e-04,NaN
0.20,2.00,50,4248,-1,8280,0.4729,3.1715e-06,6.6959e-04,6.2041e-05,NaN
0.20,2.00,50,5136,-1,2476,0.5161,3.2327e-06,5.5226e-04,7.5660e-05,NaN
0.20,2.00,50,8276,-1,177,0.5278,3.3315e-06,6.0196e-04,2.0530e-04,NaN
0.20,2.00,50,7340,-1,17685,0.5420,2.9676e-06,8.0702e-04,1.3525e-04,NaN
0.20,2.00,50,3936,6284,10978,0.5376,3.2301e-06,7.5125e-04,3.0882e-04,9.8328e-05
0.20,2.00,50,8764,-1,4187,0.6016,2.2004e-06,6.4035e-04,9.7175e-04,NaN
0.20,2.00,50,5172,-1,13155,0.4111,3.0997e-06,NaN,6.2863e-05,NaN
0.20,2.00,50,3540,-1,12794,0.5205,6.0428e-06,4.7615e-04,5.5203e-05,NaN
