# generator=basin_stab_LSE_honest_AAAI_Nramp.jl  M_TARGET=4.4e+06  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=32  MEM_BUDGET_GB=45.0  generated=2026-06-10T18:00:48.390
alpha,T,N_used,disorder,phi_a,phi_b,q12,phi_max_other
0.200,0.02500,76,4,0.989229,0.988544,0.977912,0.538131
0.200,0.02500,76,5,0.987315,0.987138,0.973739,0.541488
0.200,0.02500,76,6,0.988703,0.988049,0.977682,0.553153
0.200,0.02500,76,7,0.987941,0.987770,0.975897,0.534125
0.200,0.02500,76,8,0.988576,0.987096,0.974682,0.639551
0.200,0.02500,76,9,0.987718,0.987276,0.975581,0.533225
0.200,0.02500,76,10,0.988555,0.987876,0.976483,0.544004
0.200,0.02500,76,11,0.987925,0.988423,0.976036,0.560314
0.200,0.02500,76,12,0.987217,0.988274,0.974559,0.568167
0.200,0.02500,76,13,0.985576,0.987715,0.972811,0.572667
0.200,0.02500,76,14,0.987395,0.988574,0.976441,0.548649
0.200,0.02500,76,15,0.986624,0.988840,0.976978,0.558548
0.200,0.02500,76,16,0.988282,0.987969,0.976534,0.528601
0.200,0.02500,76,17,0.985730,0.986965,0.973315,0.560955
0.200,0.02500,76,18,0.988325,0.988452,0.976091,0.547029
0.200,0.02500,76,19,0.988388,0.987813,0.976644,0.543238
0.200,0.02500,76,20,0.989454,0.988441,0.977914,0.539354
0.200,0.02500,76,21,0.986446,0.986611,0.973888,0.540787
0.200,0.02500,76,22,0.988426,0.987396,0.975646,0.573996
0.200,0.02500,76,23,0.987426,0.987511,0.977075,0.533221
0.200,0.02500,76,24,0.987905,0.987715,0.975263,0.551934
0.200,0.02500,76,25,0.987845,0.988687,0.976705,0.528320
0.200,0.02500,76,26,0.988101,0.988284,0.976623,0.538600
0.200,0.02500,76,27,0.988113,0.987065,0.973779,0.570131
0.200,0.02500,76,28,0.988114,0.988334,0.976021,0.552029
0.200,0.02500,76,29,0.988333,0.988861,0.976196,0.526611
0.200,0.02500,76,30,0.987790,0.987817,0.976623,0.533805
0.200,0.02500,76,31,0.986926,0.987316,0.976219,0.535731
0.200,0.02500,76,32,0.988423,0.988173,0.976115,0.568767
0.200,0.03500,76,1,0.982134,0.984857,0.966041,0.537336
0.200,0.03500,76,2,0.984604,0.980989,0.967430,0.602390
0.200,0.03500,76,3,0.982775,0.982986,0.966240,0.544948
0.200,0.03500,76,4,0.982709,0.981850,0.965426,0.547695
0.200,0.03500,76,5,0.981429,0.983645,0.965095,0.530054
0.200,0.03500,76,6,0.983617,0.982651,0.965862,0.555369
0.200,0.03500,76,7,0.982459,0.982219,0.966865,0.536428
0.200,0.03500,76,8,0.982496,0.982818,0.967681,0.627586
0.200,0.03500,76,9,0.984432,0.982913,0.968430,0.545852
0.200,0.03500,76,10,0.982996,0.982431,0.965886,0.538285
0.200,0.03500,76,11,0.981943,0.983838,0.966577,0.549256
0.200,0.03500,76,12,0.983798,0.982763,0.967130,0.571284
0.200,0.03500,76,13,0.983137,0.981787,0.964391,0.579340
0.200,0.03500,76,14,0.982461,0.981842,0.965236,0.533725
0.200,0.03500,76,15,0.983409,0.983671,0.966683,0.553637
0.200,0.03500,76,16,0.981484,0.983158,0.964111,0.530928
0.200,0.03500,76,17,0.982577,0.982974,0.965690,0.561507
0.200,0.03500,76,18,0.983252,0.983618,0.966570,0.550044
0.200,0.03500,76,19,0.983346,0.983583,0.967357,0.536658
0.200,0.03500,76,20,0.984691,0.981309,0.965696,0.541988
0.200,0.03500,76,21,0.984711,0.983273,0.969121,0.546316
0.200,0.03500,76,22,0.982742,0.984268,0.969246,0.578517
0.200,0.03500,76,23,0.982108,0.983502,0.966337,0.532910
0.200,0.03500,76,24,0.983280,0.983009,0.967120,0.544167
0.200,0.03500,76,25,0.982319,0.984974,0.967142,0.520182
0.200,0.03500,76,26,0.982903,0.983397,0.965377,0.542832
0.200,0.03500,76,27,0.980729,0.982605,0.962706,0.563961
0.200,0.03500,76,28,0.983483,0.983515,0.966074,0.557427
0.200,0.03500,76,29,0.981729,0.983587,0.966444,0.537334
0.200,0.03500,76,30,0.984266,0.982829,0.967685,0.528497
0.200,0.03500,76,31,0.983456,0.983699,0.965421,0.544686
0.200,0.03500,76,32,0.982077,0.982757,0.965065,0.557613
0.200,0.04500,76,1,0.979458,0.977599,0.958676,0.543780
0.200,0.04500,76,2,0.978856,0.977799,0.955637,0.603393
0.200,0.04500,76,3,0.979651,0.977898,0.959834,0.549364
0.200,0.04500,76,4,0.978598,0.977267,0.957296,0.534473
0.200,0.04500,76,5,0.979291,0.980000,0.959852,0.531676
0.200,0.04500,76,6,0.977557,0.978876,0.956385,0.557569
0.200,0.04500,76,7,0.977302,0.979994,0.957019,0.551166
0.200,0.04500,76,8,0.978632,0.978041,0.957046,0.620545
0.200,0.04500,76,9,0.977709,0.978911,0.957976,0.549637
0.200,0.04500,76,10,0.978028,0.980635,0.961177,0.540073
0.200,0.04500,76,11,0.976863,0.977423,0.953123,0.549842
0.200,0.04500,76,12,0.977036,0.979175,0.956942,0.561568
0.200,0.04500,76,13,0.978701,0.976723,0.955590,0.575864
0.200,0.04500,76,14,0.978124,0.979897,0.958219,0.534716
0.200,0.04500,76,15,0.980557,0.978341,0.958356,0.547223
0.200,0.04500,76,16,0.977935,0.979397,0.958672,0.536269
0.200,0.04500,76,17,0.977769,0.975873,0.951580,0.557773
0.200,0.04500,76,18,0.979879,0.976909,0.954478,0.549906
0.200,0.04500,76,19,0.976204,0.978475,0.954943,0.540600
0.200,0.04500,76,20,0.976222,0.979316,0.956435,0.545412
0.200,0.04500,76,21,0.980023,0.976422,0.954539,0.545657
0.200,0.04500,76,22,0.978574,0.979695,0.957316,0.574516
0.200,0.04500,76,23,0.978795,0.977767,0.955967,0.535555
0.200,0.04500,76,24,0.975711,0.977948,0.956662,0.555253
0.200,0.04500,76,25,0.977435,0.977922,0.957040,0.532804
0.200,0.04500,76,26,0.977874,0.978164,0.957163,0.545434
0.200,0.04500,76,27,0.976204,0.980203,0.957207,0.565729
0.200,0.04500,76,28,0.978896,0.977620,0.956983,0.553115
0.200,0.04500,76,29,0.975998,0.976444,0.952529,0.536606
0.200,0.04500,76,30,0.979077,0.978807,0.956567,0.531851
0.200,0.04500,76,31,0.976493,0.977254,0.953021,0.538956
0.200,0.04500,76,32,0.979654,0.977992,0.956623,0.566567
0.200,0.05500,76,1,0.972971,0.973148,0.945146,0.535758
0.200,0.05500,76,2,0.972279,0.976699,0.948256,0.613666
0.200,0.05500,76,3,0.971810,0.970952,0.944191,0.546904
0.200,0.05500,76,4,0.973636,0.974638,0.950812,0.547743
0.200,0.05500,76,5,0.973098,0.973406,0.949391,0.531662
0.200,0.05500,76,6,0.971887,0.973480,0.946964,0.552537
0.200,0.05500,76,7,0.972204,0.973182,0.946433,0.541740
0.200,0.05500,76,8,0.972810,0.973245,0.945145,0.628904
0.200,0.05500,76,9,0.972289,0.974821,0.949725,0.541694
0.200,0.05500,76,10,0.975453,0.972882,0.949337,0.540010
0.200,0.05500,76,11,0.973450,0.971479,0.947529,0.560583
0.200,0.05500,76,12,0.971995,0.972961,0.948313,0.568971
0.200,0.05500,76,13,0.973236,0.972501,0.948089,0.559774
0.200,0.05500,76,14,0.971853,0.973396,0.947014,0.537962
0.200,0.05500,76,15,0.974647,0.972732,0.950624,0.550524
0.200,0.05500,76,16,0.974097,0.972456,0.947982,0.532547
0.200,0.05500,76,17,0.974153,0.971268,0.944717,0.553039
0.200,0.05500,76,18,0.973747,0.973681,0.948813,0.548117
0.200,0.05500,76,19,0.972800,0.973424,0.949700,0.548021
0.200,0.05500,76,20,0.974024,0.974367,0.947363,0.542626
0.200,0.05500,76,21,0.974573,0.973428,0.947918,0.551398
0.200,0.05500,76,22,0.971304,0.975813,0.948598,0.576950
0.200,0.05500,76,23,0.972959,0.971801,0.946286,0.534755
0.200,0.05500,76,24,0.973433,0.974078,0.946986,0.546762
0.200,0.05500,76,25,0.974981,0.974523,0.949359,0.529726
0.200,0.05500,76,26,0.972573,0.974712,0.950120,0.539770
0.200,0.05500,76,27,0.971478,0.974974,0.945390,0.564809
0.200,0.05500,76,28,0.972902,0.972554,0.945117,0.546854
0.200,0.05500,76,29,0.975013,0.975308,0.950180,0.534441
0.200,0.05500,76,30,0.974867,0.973472,0.948221,0.530770
0.200,0.05500,76,31,0.974829,0.971074,0.944545,0.548053
0.200,0.05500,76,32,0.974665,0.973431,0.950357,0.561692
0.200,0.06500,76,1,0.967679,0.966316,0.930741,0.550214
0.200,0.06500,76,2,0.968738,0.970193,0.939632,0.589178
0.200,0.06500,76,3,0.969384,0.969733,0.939988,0.549572
0.200,0.06500,76,4,0.968132,0.970259,0.941747,0.540571
0.200,0.06500,76,5,0.968875,0.968419,0.937940,0.541217
0.200,0.06500,76,6,0.968086,0.970308,0.936884,0.547943
0.200,0.06500,76,7,0.967919,0.968404,0.935833,0.537356
0.200,0.06500,76,8,0.970456,0.966633,0.941504,0.610106
0.200,0.06500,76,9,0.968140,0.968546,0.938150,0.543446
0.200,0.06500,76,10,0.968209,0.969057,0.935401,0.539542
0.200,0.06500,76,11,0.967352,0.968779,0.935937,0.541513
0.200,0.06500,76,12,0.968704,0.970581,0.938900,0.559678
0.200,0.06500,76,13,0.969679,0.967270,0.937555,0.559336
0.200,0.06500,76,14,0.969301,0.969561,0.940145,0.528747
0.200,0.06500,76,15,0.965818,0.970205,0.938204,0.568586
0.200,0.06500,76,16,0.965710,0.966384,0.931477,0.538987
0.200,0.06500,76,17,0.968341,0.967440,0.936979,0.569234
0.200,0.06500,76,18,0.968089,0.968877,0.939659,0.550868
0.200,0.06500,76,19,0.966015,0.969388,0.934661,0.540069
0.200,0.06500,76,20,0.967839,0.968890,0.938372,0.542560
0.200,0.06500,76,21,0.969810,0.966255,0.938545,0.545792
0.200,0.06500,76,22,0.967204,0.967804,0.932635,0.564928
0.200,0.06500,76,23,0.969720,0.970509,0.940587,0.535308
0.200,0.06500,76,24,0.970465,0.970972,0.939435,0.551328
0.200,0.06500,76,25,0.966879,0.967261,0.936692,0.527601
0.200,0.06500,76,26,0.968740,0.969685,0.935978,0.536655
0.200,0.06500,76,27,0.968102,0.967576,0.933792,0.570994
0.200,0.06500,76,28,0.969506,0.969053,0.938757,0.552152
0.200,0.06500,76,29,0.968686,0.967867,0.940696,0.536392
0.200,0.06500,76,30,0.968322,0.970974,0.940646,0.535472
0.200,0.06500,76,31,0.970850,0.967060,0.939188,0.540240
0.200,0.06500,76,32,0.966379,0.968876,0.937103,0.566710
0.200,0.07500,76,1,0.965861,0.962280,0.932628,0.549439
0.200,0.07500,76,2,0.961938,0.963445,0.928247,0.586620
0.200,0.07500,76,3,0.962285,0.961929,0.924771,0.544359
0.200,0.07500,76,4,0.964189,0.964061,0.931649,0.549398
0.200,0.07500,76,5,0.964982,0.964428,0.930081,0.541090
0.200,0.07500,76,6,0.962951,0.965568,0.931391,0.553799
0.200,0.07500,76,7,0.963013,0.964233,0.927761,0.549115
0.200,0.07500,76,8,0.964393,0.963642,0.932050,0.618086
0.200,0.07500,76,9,0.964772,0.963531,0.929365,0.544588
0.200,0.07500,76,10,0.962941,0.967110,0.932115,0.548761
0.200,0.07500,76,11,0.966857,0.963161,0.933036,0.543385
0.200,0.07500,76,12,0.965683,0.964359,0.929322,0.559724
0.200,0.07500,76,13,0.964352,0.964308,0.928471,0.573063
0.200,0.07500,76,14,0.965241,0.965249,0.933214,0.535270
0.200,0.07500,76,15,0.965763,0.964297,0.930705,0.553070
0.200,0.07500,76,16,0.963524,0.961158,0.925826,0.534070
0.200,0.07500,76,17,0.962062,0.965558,0.931955,0.552036
0.200,0.07500,76,18,0.963599,0.963805,0.928964,0.548775
0.200,0.07500,76,19,0.961658,0.965308,0.925894,0.541057
0.200,0.07500,76,20,0.962269,0.965593,0.929884,0.542106
0.200,0.07500,76,21,0.964962,0.962104,0.927646,0.550793
0.200,0.07500,76,22,0.963126,0.960543,0.929105,0.562117
0.200,0.07500,76,23,0.964004,0.964916,0.930628,0.537264
0.200,0.07500,76,24,0.962799,0.963119,0.925894,0.544024
0.200,0.07500,76,25,0.962020,0.964163,0.930483,0.526642
0.200,0.07500,76,26,0.963096,0.966560,0.930522,0.543335
0.200,0.07500,76,27,0.964982,0.965356,0.929929,0.559033
0.200,0.07500,76,28,0.964034,0.964095,0.927466,0.552039
0.200,0.07500,76,29,0.964648,0.962176,0.927677,0.542850
0.200,0.07500,76,30,0.963523,0.963276,0.931350,0.534222
0.200,0.07500,76,31,0.963069,0.963579,0.930202,0.543703
0.200,0.07500,76,32,0.960805,0.963998,0.926200,0.555159
0.200,0.08500,76,1,0.959515,0.960104,0.921377,0.542679
0.200,0.08500,76,2,0.956650,0.957119,0.915321,0.599978
0.200,0.08500,76,3,0.958609,0.958927,0.919683,0.550871
0.200,0.08500,76,4,0.954772,0.958344,0.918920,0.540924
0.200,0.08500,76,5,0.957902,0.959349,0.919183,0.540055
0.200,0.08500,76,6,0.956125,0.960350,0.920864,0.548855
0.200,0.08500,76,7,0.959208,0.959841,0.920950,0.544109
0.200,0.08500,76,8,0.957607,0.960094,0.921066,0.604856
0.200,0.08500,76,9,0.959572,0.960519,0.919863,0.540635
0.200,0.08500,76,10,0.958110,0.959085,0.918565,0.543989
0.200,0.08500,76,11,0.955769,0.956341,0.913651,0.559786
0.200,0.08500,76,12,0.957585,0.959830,0.920445,0.561101
0.200,0.08500,76,13,0.960163,0.958357,0.919117,0.564350
0.200,0.08500,76,14,0.957953,0.958099,0.916487,0.539556
0.200,0.08500,76,15,0.959053,0.957268,0.918129,0.552017
0.200,0.08500,76,16,0.958799,0.958327,0.923336,0.538118
0.200,0.08500,76,17,0.955570,0.958392,0.918613,0.560817
0.200,0.08500,76,18,0.961087,0.959257,0.925159,0.547275
0.200,0.08500,76,19,0.957158,0.959534,0.918481,0.545940
0.200,0.08500,76,20,0.960078,0.959842,0.922812,0.549306
0.200,0.08500,76,21,0.956840,0.960736,0.920405,0.550115
0.200,0.08500,76,22,0.959881,0.959563,0.919714,0.577279
0.200,0.08500,76,23,0.958574,0.957564,0.920179,0.541792
0.200,0.08500,76,24,0.960735,0.962121,0.920235,0.548494
0.200,0.08500,76,25,0.959529,0.959353,0.919347,0.528818
0.200,0.08500,76,26,0.961527,0.958065,0.925562,0.538538
0.200,0.08500,76,27,0.956459,0.958729,0.916440,0.558866
0.200,0.08500,76,28,0.958744,0.958147,0.920451,0.556063
0.200,0.08500,76,29,0.956266,0.961690,0.921099,0.541443
0.200,0.08500,76,30,0.958341,0.960281,0.920916,0.541117
0.200,0.08500,76,31,0.958901,0.960323,0.918900,0.537361
0.200,0.08500,76,32,0.960369,0.961454,0.924136,0.554214
0.200,0.09500,76,1,0.954272,0.951295,0.911501,0.547075
0.200,0.09500,76,2,0.952603,0.956269,0.908668,0.603709
0.200,0.09500,76,3,0.950413,0.949003,0.902483,0.553713
0.200,0.09500,76,4,0.953429,0.953230,0.908234,0.540106
0.200,0.09500,76,5,0.951921,0.949852,0.905411,0.545910
0.200,0.09500,76,6,0.955562,0.953525,0.907154,0.552838
0.200,0.09500,76,7,0.955245,0.954034,0.910017,0.540619
0.200,0.09500,76,8,0.955360,0.954509,0.915975,0.614659
0.200,0.09500,76,9,0.954544,0.954072,0.913306,0.544649
0.200,0.09500,76,10,0.955116,0.952854,0.910800,0.544447
0.200,0.09500,76,11,0.954827,0.955010,0.910850,0.546782
0.200,0.09500,76,12,0.954818,0.950413,0.910335,0.559461
0.200,0.09500,76,13,0.956486,0.956555,0.913615,0.561380
0.200,0.09500,76,14,0.953735,0.953677,0.912256,0.538087
0.200,0.09500,76,15,0.951973,0.958273,0.914579,0.559719
0.200,0.09500,76,16,0.951900,0.954734,0.907101,0.536043
0.200,0.09500,76,17,0.957577,0.956998,0.916435,0.558714
0.200,0.09500,76,18,0.954556,0.954724,0.911506,0.547683
0.200,0.09500,76,19,0.954525,0.954406,0.915326,0.545050
0.200,0.09500,76,20,0.954909,0.957001,0.915540,0.545040
0.200,0.09500,76,21,0.956482,0.956381,0.916249,0.543837
0.200,0.09500,76,22,0.954699,0.956991,0.912001,0.568452
0.200,0.09500,76,23,0.954174,0.956935,0.913260,0.544436
0.200,0.09500,76,24,0.954956,0.955662,0.913030,0.554646
0.200,0.09500,76,25,0.952464,0.951915,0.904869,0.531058
0.200,0.09500,76,26,0.957943,0.955852,0.917900,0.541541
0.200,0.09500,76,27,0.956073,0.956033,0.909328,0.574873
0.200,0.09500,76,28,0.957427,0.953671,0.913602,0.557603
0.200,0.09500,76,29,0.952906,0.952072,0.906500,0.537743
0.200,0.09500,76,30,0.956115,0.954813,0.912457,0.530928
0.200,0.09500,76,31,0.956351,0.952471,0.912515,0.540781
0.200,0.09500,76,32,0.952761,0.952833,0.907659,0.559728
0.200,0.10500,76,1,0.950013,0.945925,0.901652,0.541346
0.200,0.10500,76,2,0.946017,0.949336,0.891155,0.595853
0.200,0.10500,76,3,0.945629,0.948353,0.895677,0.543923
0.200,0.10500,76,4,0.950501,0.952963,0.903892,0.549998
0.200,0.10500,76,5,0.951590,0.947788,0.901019,0.535701
0.200,0.10500,76,6,0.948744,0.950995,0.902233,0.550212
0.200,0.10500,76,7,0.950084,0.949092,0.905113,0.543178
0.200,0.10500,76,8,0.946104,0.948174,0.894536,0.600304
0.200,0.10500,76,9,0.949762,0.947128,0.899141,0.546340
0.200,0.10500,76,10,0.952632,0.947308,0.903251,0.539051
0.200,0.10500,76,11,0.948622,0.954172,0.908657,0.549086
0.200,0.10500,76,12,0.947844,0.952707,0.902946,0.560511
0.200,0.10500,76,13,0.948014,0.950106,0.900770,0.561295
0.200,0.10500,76,14,0.949524,0.948120,0.901984,0.535120
0.200,0.10500,76,15,0.948209,0.953454,0.904198,0.554849
0.200,0.10500,76,16,0.945356,0.946475,0.894506,0.538153
0.200,0.10500,76,17,0.949318,0.947958,0.898662,0.559584
0.200,0.10500,76,18,0.948756,0.946055,0.898520,0.546597
0.200,0.10500,76,19,0.947997,0.948578,0.898282,0.539916
0.200,0.10500,76,20,0.951597,0.947357,0.903212,0.539178
0.200,0.10500,76,21,0.950695,0.950821,0.907400,0.549310
0.200,0.10500,76,22,0.950062,0.947781,0.898949,0.571378
0.200,0.10500,76,23,0.951475,0.948838,0.903520,0.538844
0.200,0.10500,76,24,0.948807,0.948555,0.902554,0.544854
0.200,0.10500,76,25,0.951110,0.949394,0.903754,0.534260
0.200,0.10500,76,26,0.944822,0.949629,0.894962,0.548244
0.200,0.10500,76,27,0.949331,0.951772,0.904959,0.566734
0.200,0.10500,76,28,0.951743,0.950945,0.899768,0.562056
0.200,0.10500,76,29,0.951494,0.946637,0.900798,0.540280
0.200,0.10500,76,30,0.948947,0.948634,0.900176,0.535011
0.200,0.10500,76,31,0.950470,0.948085,0.903061,0.543515
0.200,0.10500,76,32,0.951349,0.948835,0.903731,0.560405
0.200,0.11500,76,1,0.946660,0.943706,0.895527,0.544641
0.200,0.11500,76,2,0.945966,0.942819,0.890305,0.598100
0.200,0.11500,76,3,0.948359,0.943431,0.894751,0.540459
0.200,0.11500,76,4,0.941687,0.944473,0.889569,0.540205
0.200,0.11500,76,5,0.944401,0.943510,0.888314,0.540591
0.200,0.11500,76,6,0.942269,0.944539,0.887380,0.546467
0.200,0.11500,76,7,0.945802,0.945719,0.894565,0.539964
0.200,0.11500,76,8,0.945431,0.945989,0.896825,0.605848
0.200,0.11500,76,9,0.945852,0.946378,0.894025,0.545170
0.200,0.11500,76,10,0.945259,0.943119,0.887942,0.546288
0.200,0.11500,76,11,0.945055,0.947811,0.890794,0.548607
0.200,0.11500,76,12,0.943308,0.945598,0.892990,0.560207
0.200,0.11500,76,13,0.944997,0.945609,0.890217,0.555991
0.200,0.11500,76,14,0.944254,0.945241,0.897380,0.536624
0.200,0.11500,76,15,0.943466,0.948180,0.897170,0.557107
0.200,0.11500,76,16,0.947459,0.944212,0.896641,0.538413
0.200,0.11500,76,17,0.945823,0.943198,0.890494,0.554512
0.200,0.11500,76,18,0.943141,0.946934,0.896043,0.544229
0.200,0.11500,76,19,0.947751,0.946211,0.900698,0.542552
0.200,0.11500,76,20,0.946548,0.945616,0.893690,0.539611
0.200,0.11500,76,21,0.942655,0.944764,0.893416,0.558298
0.200,0.11500,76,22,0.942149,0.946567,0.892264,0.561576
0.200,0.11500,76,23,0.942848,0.946932,0.891611,0.539870
0.200,0.11500,76,24,0.942835,0.942649,0.892473,0.551919
0.200,0.11500,76,25,0.945209,0.943858,0.892713,0.531502
0.200,0.11500,76,26,0.945941,0.944055,0.889244,0.544144
0.200,0.11500,76,27,0.946760,0.945444,0.897270,0.558473
0.200,0.11500,76,28,0.945297,0.945005,0.894717,0.548718
0.200,0.11500,76,29,0.943919,0.944382,0.888980,0.537835
0.200,0.11500,76,30,0.946086,0.946933,0.895589,0.535606
0.200,0.11500,76,31,0.947075,0.945327,0.894311,0.537781
0.200,0.11500,76,32,0.943731,0.947980,0.893802,0.568940
0.200,0.12500,76,1,0.938405,0.943430,0.887917,0.547404
0.200,0.12500,76,2,0.939432,0.942363,0.886452,0.585973
0.200,0.12500,76,3,0.944105,0.939895,0.887003,0.544122
0.200,0.12500,76,4,0.937775,0.937550,0.881514,0.539147
0.200,0.12500,76,5,0.941239,0.941461,0.886432,0.538234
0.200,0.12500,76,6,0.939883,0.935375,0.878527,0.545401
0.200,0.12500,76,7,0.943339,0.937452,0.881115,0.543553
0.200,0.12500,76,8,0.941855,0.947922,0.890991,0.598718
0.200,0.12500,76,9,0.936939,0.938508,0.879498,0.545833
0.200,0.12500,76,10,0.937977,0.940967,0.880121,0.548555
0.200,0.12500,76,11,0.941092,0.937286,0.884671,0.548180
0.200,0.12500,76,12,0.938550,0.943434,0.886076,0.556275
0.200,0.12500,76,13,0.943119,0.944466,0.889175,0.557292
0.200,0.12500,76,14,0.941612,0.941648,0.886397,0.534588
0.200,0.12500,76,15,0.941040,0.934306,0.880127,0.556897
0.200,0.12500,76,16,0.942229,0.940790,0.887396,0.539609
0.200,0.12500,76,17,0.939977,0.934368,0.881025,0.555083
0.200,0.12500,76,18,0.939981,0.942396,0.885566,0.557275
0.200,0.12500,76,19,0.940315,0.939403,0.878946,0.543480
0.200,0.12500,76,20,0.937345,0.939194,0.882811,0.545041
0.200,0.12500,76,21,0.940889,0.938798,0.882500,0.548464
0.200,0.12500,76,22,0.935674,0.944030,0.884408,0.568281
0.200,0.12500,76,23,0.939774,0.942407,0.887868,0.540160
0.200,0.12500,76,24,0.943307,0.939808,0.884687,0.551139
0.200,0.12500,76,25,0.939463,0.936090,0.879944,0.532117
0.200,0.12500,76,26,0.940815,0.941207,0.890381,0.538395
0.200,0.12500,76,27,0.942448,0.940218,0.885120,0.553044
0.200,0.12500,76,28,0.943428,0.938703,0.887257,0.551710
0.200,0.12500,76,29,0.937955,0.940731,0.882458,0.543158
0.200,0.12500,76,30,0.940255,0.936832,0.883653,0.538187
